"","shrJ0571","J0571","shrJ0571.BLJ","shrJ0571.JKD","shrJ0571.MGP","shrJ0571.NUC","shrJ0571.IME","shrJ0571.SCR","Average_Cortex","Average_Ground_Tissue","SCRdomain","CORE","GT_Asymmetric_Division_CYC","Quiescent_Center_AGL42","Average_LRC_and_Epidermis_II","Epidermis_gl2","LRC_Epidermis_WER","LRC_J3411","Columella_pet111","Stele_wol","Xylem_J2501","Xylem_S4","Xylem_S18","Average_xylem","Phloem_APL","Phloem_S32","Phloem_SUC2","Average_phloem","Pericycle_S17","JO121","Average_pericycle","X"
"AT3G09910",0.698304155,1.161184538,0.787353241,0.778910368,0.787638098,0.890817219,0.762306281,0.736968824,1.002481507,0.91993305,0.955248751,1.3136706,0.690176151,1.247771595,0.904220669,1.062262839,0.668273715,0.982125453,0.975209971,0.878616459,0.860674052,0.603247009,0.840805466,0.768242176,0.784633046,0.782219393,0.624515125,0.730455855,0.65802184,0.651634963,0.693601834,NA
"AT3G09810",2.865664188,3.425986248,2.922084529,3.32406265,2.964556581,3.464834988,3.431443355,2.768816713,3.998178191,3.176713963,3.046025544,4.381686899,3.387312424,2.263172069,3.530563231,2.542540705,5.66418888,2.384960107,3.59569348,3.065715636,1.915170834,3.809472209,2.836794995,2.85381268,3.043486974,2.744815785,3.977841704,3.255381488,2.483056803,2.949235273,3.103933207,NA
"AT3G09900",4.657010854,2.039194158,3.216355122,1.446147437,2.670357869,1.866022835,2.876067229,1.984114855,2.088763851,2.067260649,1.565059637,2.769100887,3.839447673,4.986546088,1.872124165,1.772415325,2.255527166,1.588430006,1.927717827,2.320359609,2.171143229,4.383971273,0.941809441,2.498974647,4.096056582,4.112439353,4.141310308,4.116602081,4.687252705,1.980295878,3.316244495,NA
"AT3G09890",2.423087472,1.704130982,2.491565112,1.207403467,1.87744497,1.501944649,1.926447617,1.289210027,1.299134541,1.308332941,1.303123085,1.51132989,2.543430764,1.692009529,2.189410675,1.855324529,3.137874883,1.575032614,1.272078997,1.711642711,1.445891138,2.963193751,0.994409377,1.801164755,1.040197277,1.065000853,1.382206604,1.162468245,0.815939244,1.378435485,1.109032179,NA
"AT3G09820",27.184493,22.06560117,30.41249464,20.03488363,26.95478006,31.2924394,31.13949695,14.55550828,34.48545316,26.39994939,21.58268487,38.29691063,28.39127779,15.77717387,21.14075022,24.65642452,25.13946082,13.62636531,23.27752495,19.57005572,26.4430347,38.76877082,30.32301984,31.84494178,24.97328952,29.0577707,25.73887747,26.58997923,22.71741071,31.19426891,27.79587913,NA
"AT3G09880",1.196823325,1.014230611,1.154961438,1.045391421,1.205482747,1.152664513,1.192066238,1.053785956,1.173882889,1.081251479,1.117202139,0.931368452,1.069522938,1.163520395,1.236062365,1.009597829,1.665399672,1.033189596,1.288902955,0.930430279,0.940495541,2.222156752,1.252468991,1.471707095,0.80517816,0.793375937,0.860790352,0.819781483,1.313543398,1.146490952,1.281066834,NA
"AT3G09850",2.452745962,2.043157553,2.191156439,1.969519541,2.708675441,2.473911251,2.564394677,1.9419233,2.87617212,2.543746593,2.597265914,2.48331033,3.656986769,3.419020178,2.391273706,2.280275944,2.784295938,2.109249235,3.504203654,1.979519186,2.653855156,5.42204855,3.417045223,3.830982976,3.610805372,3.692706024,2.514522402,3.272677932,2.822369752,2.202620565,2.515227854,NA
"AT3G02900",2.521741995,2.324643624,2.477599258,1.602655593,2.708759797,1.967901026,2.351477697,1.498718359,2.957001645,2.220988383,2.458266807,2.25690129,5.272316337,2.505069414,4.036151341,4.053353118,6.281397324,1.77370358,1.961078424,2.525770268,2.477239363,5.888564627,2.433375762,3.599726584,2.619783897,3.003301583,2.299857248,2.640980909,1.206382973,1.358887103,1.363126781,NA
"AT3G08670",1.675436912,2.186863204,1.635660246,1.885485322,1.598754778,1.622729098,1.382549938,1.634348907,1.050097883,0.860990845,0.694633855,0.752757273,0.616742156,0.593532509,1.247626809,1.009027873,1.648844583,1.08500797,0.744146188,0.837505607,0.781071872,1.261048096,1.604403782,1.215507917,0.791279789,0.852808768,0.718010432,0.78736633,0.729958739,0.972506139,0.825226914,NA
"AT3G08710",2.067319764,2.419883013,2.760170537,2.725712424,1.853143642,3.253473293,4.41233319,3.108383346,4.533875092,4.740267009,4.029584237,5.293010018,1.332230124,2.839205904,2.306950371,1.670168071,2.344731159,2.905951884,4.049127211,2.040265527,1.586784671,2.002384659,4.932358659,2.840509329,5.7583709,5.157465355,6.706372822,5.874069692,6.487748309,2.745786322,5.437690037,NA
"AT3G08550",2.901045028,3.185754764,2.964736586,2.900112174,2.946320822,3.032892624,2.894615292,2.627744565,4.091553067,3.121234996,3.038416542,2.873987871,2.266418388,3.063053326,3.21250174,2.735570191,4.231498823,2.670436206,4.654436007,2.3309132,1.980845992,7.364952377,9.02289615,6.122898173,3.266096493,2.779505316,2.562941731,2.869514514,2.612683164,2.207235023,2.735997044,NA
"AT3G08740",2.5202067,1.048578234,3.223194551,1.002847732,1.921557282,1.424628891,2.263415603,1.040061032,1.287005988,1.242629415,1.229447006,1.589543414,3.018144194,2.161489701,1.43040559,1.414629833,1.688360627,1.188226309,1.366114345,1.198486992,1.477260312,2.459006652,0.685865588,1.540710851,1.264917537,1.192093449,1.520332082,1.325781023,1.621785312,1.094261498,1.36772969,NA
"AT3G08600",1.461861819,1.419298424,1.715925265,1.183064438,1.371129239,1.27510461,1.474925923,1.19006501,2.227669185,1.644057688,1.444598418,1.486153064,1.233530089,1.204358622,1.237224318,1.122399614,1.521148804,1.068124536,1.08746857,1.371112767,1.063394562,1.38353362,1.014952302,1.153960161,1.413484756,1.16556635,1.003804296,1.194285134,1.220683602,1.674745272,1.33312448,NA
"AT3G08730",2.724018357,5.831505051,2.917248288,3.167270258,2.914609856,4.42023784,3.86523044,3.15264444,5.953855492,4.199553043,3.251634823,7.34543835,2.674945645,2.664801072,2.322377497,2.059400216,3.036177817,1.871554457,5.400824814,1.958305213,2.310985162,5.21734417,6.219422671,4.582584001,3.391481951,2.634067672,3.432080745,3.152543456,3.802561777,2.682873688,3.561024985,NA
"AT3G08690",2.288673876,1.538214366,1.738890832,1.590625077,1.807689144,1.763386902,1.829188995,1.791068071,1.899767563,2.031606357,3.019987923,2.536242486,1.188016637,2.584711188,3.146148453,2.925230092,3.851053227,2.662162041,9.430134924,1.707449795,1.928091709,1.349575735,1.632823582,1.636830342,7.841584286,9.053410032,6.246458256,7.713817524,4.490729276,2.172892604,4.267039346,NA
"AT3G08590",9.888765947,7.775889157,7.793860411,5.361547523,11.66630845,10.97370179,8.902937046,5.110895424,11.80833061,11.37187984,17.78408855,9.903440096,10.50641495,9.503541664,5.357123418,6.390825232,6.162705349,3.517839671,25.30042272,6.255029739,5.392646373,8.708861946,6.748021839,6.949843386,8.49810327,9.21696809,10.04653779,9.253869717,12.08309689,16.50604485,16.63197835,NA
"AT3G08580",52.21491832,45.78061795,58.95520142,50.97132013,52.70489349,50.18159978,50.23771575,51.83343275,47.55745215,42.43188939,38.23552755,56.24769398,49.87721818,35.36189144,46.1345354,49.2484173,47.99861937,41.15656952,43.97770861,42.89130958,30.95485949,52.85977765,49.18222632,44.33228782,37.62091911,40.30381127,43.62883956,40.51785664,30.83283896,60.39148155,45.24040794,NA
"AT3G08610",15.91368298,14.73244141,18.67393756,14.73434289,15.65863407,15.89869323,17.39431996,11.95107679,17.48772825,16.45025923,17.06118005,17.38746561,12.67020868,11.71355032,15.57362488,15.67914054,21.03336549,10.00836862,15.7168792,13.13362173,10.74958041,19.97372345,20.17094463,16.9647495,16.78215389,15.95372999,17.89295004,16.87627797,11.06390637,8.396210304,11.31804233,NA
"AT3G08720",2.449136358,4.803408583,4.162311233,2.800319719,2.479551564,5.511580367,5.562703478,2.881536759,6.377815811,5.782838795,3.883732735,6.570158961,1.537929898,4.679603355,1.979285842,1.925485278,1.738257829,2.274114418,4.891312314,1.948642958,1.682157183,1.392453565,4.497257504,2.523956084,12.79899564,11.59607331,6.93234835,10.44247243,12.56149955,3.85769575,7.673613455,NA
"AT3G08760",1.368800962,1.409910272,1.30478305,1.508732732,1.426402036,1.69019088,1.934728994,1.784679891,3.468606703,2.983718078,2.3693378,4.133712204,2.019825318,4.080371337,1.627029831,1.83456624,1.28975963,1.756763624,7.756740119,1.796785409,1.09298896,1.919699949,1.802905507,1.605198139,1.806825186,1.783844201,1.879693241,1.823454209,4.440835947,1.366857797,2.650336316,NA
"AT3G08680",2.346914794,2.853047255,2.341072202,2.615070453,2.641233221,2.500032169,2.801985555,2.002696429,3.679423158,2.539586117,1.973932996,2.080920463,3.491298491,3.276551155,4.46296032,3.592265344,6.667661169,3.128954448,4.316211364,1.875393921,2.116134892,8.515574353,2.271379995,4.301029747,4.492321053,5.365748221,5.003993721,4.954020998,2.213735069,2.281293316,2.019503194,NA
"AT3G08630",1.99479602,2.335650323,1.546034486,1.55560945,2.034302158,1.705013216,1.682731797,1.318789763,3.036136701,2.649700797,3.047548949,2.245091009,2.916335096,2.199361938,3.710300329,3.91754551,5.030661122,2.182694354,2.720343747,2.802232737,1.465730718,4.883608732,2.872878763,3.074072738,2.31038803,1.276458676,2.419019615,2.00195544,1.640104968,2.560816216,1.895738852,NA
"AT3G08640",3.32125395,2.202435659,2.653253707,1.599108486,2.754248703,2.282182723,2.669672697,1.541451354,2.804306576,2.970586105,2.525432294,3.498264216,4.422227109,4.499910211,3.14618886,3.505630191,3.48862806,2.44430833,2.748241225,2.723532155,2.136818513,3.264569676,1.480265442,2.293884544,2.444406491,1.97942731,3.048679996,2.490837932,4.349221954,2.941997029,3.701407168,NA
"AT3G08650",2.189939977,2.377884704,2.427379203,2.431748273,2.568594042,2.688321598,2.981675637,2.175094539,4.551095546,3.656949068,2.429123386,3.829902111,2.444234871,2.602393562,2.195275546,1.720008124,2.965712768,1.900105748,2.828318813,1.708722398,1.700024632,4.767329371,11.00401812,5.823790707,9.440428277,9.274956046,3.148103279,7.287829201,6.127613838,1.700775781,3.81505397,NA
"AT3G09690",1.97886938,1.714726515,1.990402102,1.365817752,1.953230512,1.566317615,1.797769374,1.331951582,1.83644911,1.513925064,1.592386839,1.80747589,1.790160916,2.240459364,2.200627495,2.109271414,2.786785978,1.705825094,2.558129347,1.45031743,1.134160123,3.75236388,3.020681278,2.635735094,1.794055249,1.692583118,2.686116046,2.057584804,1.408986242,1.376132432,1.389418763,NA
"AT3G09470",3.633764636,4.077532405,3.49660588,2.575009754,3.892042331,3.070975376,3.705412532,2.056843879,3.199200445,2.983095662,4.101294244,1.9354008,2.794485108,2.02167491,4.205546782,3.827327289,6.309668512,2.479644544,2.279248999,2.433672813,2.416879794,5.510342792,1.968598474,3.29860702,2.791847846,3.04691068,2.45543817,2.764732232,2.102686766,1.608676573,1.950379973,NA
"AT3G09780",1.240060515,1.046927885,1.064498177,1.051345901,1.652985116,1.263205531,1.360069691,1.036569584,1.600675219,1.136854827,0.905417958,1.089289525,1.164423565,0.823905481,0.853887178,1.004756394,0.816626841,0.740278298,0.590053091,0.72035123,0.860651532,0.760284046,0.649986238,0.756973938,0.640678982,0.662164889,0.697672419,0.666838763,0.606448986,0.708841756,0.676204501,NA
"AT3G09570",3.768055196,4.338460702,4.300367819,3.274706537,3.873809483,4.302528654,4.16815537,2.760884233,5.494175401,4.452110858,5.48864285,4.731248254,4.545538965,3.422844769,3.732082063,2.723641378,6.254772831,2.217831981,4.476972794,2.214515822,2.013376217,8.931039761,10.5127374,7.152384461,3.913115426,3.351753294,3.386436818,3.550435179,6.183755818,2.489923251,4.972258826,NA
"AT3G09480",0.777084513,1.954082664,0.724728465,0.898919253,0.844883682,1.007461527,0.978150741,0.892217906,1.927169178,1.433132254,1.048453604,2.950001451,1.819888188,0.801541738,1.278103293,1.51869496,1.417111127,0.898503791,1.157634537,0.840091216,1.192813186,1.095893516,0.663763142,0.984156615,0.79428006,0.840534799,1.149599227,0.928138028,1.150001072,0.794556351,1.236917177,NA
"AT3G09500",30.99452983,19.94110281,26.01791183,18.09763817,28.58225495,19.20621796,23.67219469,19.37324634,16.72619155,17.02624682,16.36662435,19.99977526,31.46352066,18.77244183,25.65136694,29.98468264,26.6791884,20.29022977,13.94250004,21.85525544,32.41360113,30.8215247,6.338259332,23.19112839,16.31131763,23.75165881,17.90212996,19.32170213,9.040890391,24.68721013,15.67386008,NA
"AT3G09735",5.028265741,5.552923206,4.207240858,4.117906953,4.35807266,3.962174836,4.833340285,3.390214516,4.06124661,4.298719527,5.218111767,3.625105889,3.507751532,3.304197967,5.510217785,4.03565089,8.188961242,4.306041223,3.189521855,3.796284161,6.120849467,6.416346902,6.960454838,6.499217069,4.445127713,5.098617149,4.037221841,4.526988901,2.493950481,3.372583935,3.07891396,NA
"AT3G09770",1.1734701,1.240366983,1.147281468,1.27062674,1.095858157,1.303411881,1.3530049,1.468663723,2.62907719,2.468828573,2.033977696,3.486738682,1.062305289,1.360819826,0.894562806,0.848159514,0.83749735,0.998031554,2.480406375,1.634783795,1.329236054,1.764898687,3.314663589,2.13626611,4.73855646,4.567266473,4.508683439,4.604835457,2.882935401,1.617138625,2.462061391,NA
"AT3G09630",37.10190695,25.54317185,34.04795352,18.2680134,32.04013491,22.70318997,29.16734419,18.63442997,18.87833891,17.73991749,17.25605934,21.64937504,40.1193336,27.38779756,28.37330083,31.20847901,32.26883846,21.64258503,19.46220756,22.98654613,28.46717262,40.66997505,7.945364078,25.69417058,17.8842446,18.21807003,22.85782025,19.65337829,12.16203419,29.23880532,19.70770205,NA
"AT3G09740",4.050413744,3.9955962,3.809571768,3.34111241,3.039456424,3.347623185,3.724059049,2.942911264,4.561864161,3.883413556,4.052947573,4.936840206,2.740887934,2.39462953,3.306166014,2.636561483,4.434391267,2.847545292,2.631937327,3.221884072,2.430270104,4.128618187,6.649352805,4.402747032,3.236971161,2.654392377,2.338994897,2.743452811,2.12317597,2.868168939,2.694304458,NA
"AT3G09540",0.901510116,1.434741055,0.583455381,0.738004892,0.761988144,1.151825918,0.894908847,0.926563808,0.879095674,2.391498015,0.89131621,0.808941463,0.765950681,0.878799614,0.57306615,0.60098344,0.464315092,0.65389992,0.507251278,0.878893388,0.748587159,0.458417922,0.594127924,0.600377669,1.12196348,1.138154169,1.925157798,1.395091816,1.414939836,0.911032935,1.543159878,NA
"AT3G09560",1.303418164,2.015353516,1.321735899,1.431685045,1.467208658,2.522001226,2.126130584,1.558233632,2.220079926,2.151851741,2.429789244,3.227481303,1.282145945,3.776396902,1.535358285,1.360357431,1.647494016,1.598223408,3.483336768,1.60307758,0.871208364,1.638412183,8.564632294,3.691417613,1.324937391,1.130288072,1.704843882,1.386689782,3.427752298,1.908375962,3.076332576,NA
"AT3G11930",1.275441016,1.777300402,0.753748024,1.405563253,1.043201855,1.797256928,1.078713146,1.719396944,5.870427222,7.008473889,1.933888121,10.56306757,1.658973291,0.99251476,0.779528289,0.876746896,0.518529278,0.943308693,0.816193973,2.802839668,2.503582953,2.480975174,1.204748958,2.063102362,16.66971996,13.92967403,17.22297562,15.94078987,34.10237198,4.832758902,21.11697462,NA
"AT3G11800",4.148115562,4.185034921,5.787834619,4.288647412,3.668434051,3.927100858,3.994443716,3.392484588,7.319436467,5.86133582,5.025075352,6.565681191,2.692520286,3.297583913,3.65365574,2.775358316,5.783087229,2.402521674,4.088042215,3.497944377,5.808880029,6.536234493,14.21173746,8.852283995,9.814019251,12.89411666,5.326708643,9.344948186,3.073272955,2.725762919,3.503203957,NA
"AT3G11900",3.1145146,3.551838781,3.082074658,2.55673502,3.118527885,3.336999584,2.791188104,2.579537881,8.7208158,5.200706748,4.418937544,9.691585015,2.612471428,3.685954725,2.98675744,2.684872912,4.460958736,1.814440672,3.031789568,2.600151795,1.293455539,1.274238935,1.25274669,1.273480388,1.638129208,1.111828674,2.294034871,1.681330918,2.548592564,2.271464539,2.472179113,NA
"AT3G11730",2.042875063,2.000059367,2.784000419,2.090745772,2.047508259,2.28080215,2.737004725,1.844358864,2.034796189,2.449611964,2.372101972,2.487341805,2.856404672,3.951922436,2.701640281,2.320481152,3.134588669,2.649851024,4.8132781,2.28696738,2.799606766,2.946591699,4.51416395,3.420120805,3.681219581,4.599642977,5.115928808,4.465597122,3.212216942,2.008977252,2.993012226,NA
"AT3G11880",0.910105784,1.040246445,1.335067704,0.956672382,0.812991184,1.002131012,0.865390486,0.936046604,3.433513627,2.88635513,2.538685913,4.173716119,1.009291506,2.291708503,0.91242433,0.962280767,0.941141709,0.833850515,3.510899013,1.405843764,1.045929877,1.83845356,3.907124343,2.263835927,2.823553285,2.856308248,3.731121353,3.136994295,4.124209926,1.439772578,2.558184362,NA
"AT3G05880",7.400110479,4.074926839,2.195665054,10.54173665,6.065925665,8.067762789,4.207753132,13.92219857,20.11703522,14.97173465,7.354707327,23.61355396,3.197512587,6.555472328,7.714936569,5.726653087,5.285076135,12.13308049,22.38603533,10.45877996,18.22683431,20.9349612,25.63629071,21.59936207,22.60002941,29.96740793,24.62937275,25.73227003,21.85685669,4.521941692,15.78495455,NA
"AT3G05900",2.821614296,3.556921307,1.316090227,2.709712925,1.997232609,2.053307709,2.238255237,3.097355104,3.173639539,2.304342834,1.978689633,2.539797047,1.125023553,0.910983633,1.02881291,0.836773634,1.581090112,0.668574984,0.479587955,3.056182434,1.948599314,4.841425539,4.043164623,3.611063159,2.821332414,1.379725546,1.885252452,2.028770137,2.332649834,4.337603934,2.616892001,NA
"AT3G05940",1.455509806,1.718967593,1.581116221,1.650963831,1.494213228,1.582423122,1.714061576,1.5724994,1.349930502,1.536375429,2.06638432,1.058115983,1.339519948,1.946799064,1.532054813,1.139518091,1.641664916,1.814981432,1.864001691,1.158798976,1.428988903,2.483068518,2.898494464,2.270183961,2.578100212,2.995726681,1.441882255,2.338569716,1.612191751,1.797471084,2.08950862,NA
"AT3G05800",1.559149812,1.11514823,1.212109118,1.298436696,1.457393289,1.387909863,1.410100118,1.508010601,2.173800365,1.374910214,0.818026584,2.643018105,0.953041144,0.632236545,0.751090003,0.635347787,0.839375178,0.778547042,0.502417923,0.958767547,1.008109207,2.543796754,3.266334413,2.272746791,1.439712653,2.251113165,0.98055272,1.557126179,1.113114679,1.425877113,1.139794241,NA
"AT3G05920",1.466596949,5.64043739,3.712460068,4.484052189,1.554370967,4.20340865,4.096800753,3.673353439,1.743090976,4.587935367,6.550220499,1.632915481,1.471593277,1.721320973,2.302941781,1.296782107,4.490363013,1.121680223,0.80488452,2.768557632,0.790323771,1.270422389,1.18458265,1.08177627,1.371882607,0.672220337,1.021875093,1.021992679,0.66124528,0.78843776,0.804432727,NA
"AT3G05810",2.140815051,1.673161787,1.919395577,1.210129906,2.052103075,1.444571258,1.909528814,1.217243969,1.007674411,1.107625067,1.162184177,1.230652744,2.272232147,1.18248011,2.011814124,2.013036462,2.725438191,1.296967719,0.901432815,1.503096615,1.20585584,2.027895724,0.544064452,1.259272005,0.94892199,1.000189401,1.399965178,1.116358856,0.739767345,1.170366681,0.987582783,NA
"AT3G05760",3.606275069,2.142110415,3.05404197,1.551579004,2.989602667,1.968694505,2.553817781,1.745406658,2.756237755,2.680168206,2.389197111,2.002856453,3.308629131,3.25226907,2.478359034,2.534109313,3.063300227,1.837667563,3.359278637,2.149444015,2.448312118,6.982233132,2.81615405,4.0822331,3.680000167,3.340328366,4.013223132,3.677850555,3.384096459,1.953781628,2.659144297,NA
"AT3G05910",6.865184878,6.614710323,4.698514794,5.834909878,7.005447871,5.759075,5.663748812,5.169248366,8.749065955,6.204653951,6.427297261,7.045902922,4.907286612,5.369126406,3.01788774,3.530686097,3.750283748,1.772693375,0.810055636,5.36859072,9.386481403,20.94866995,18.62045761,16.31853632,5.140239216,8.366637832,3.662499422,5.72312549,1.887863278,3.698211284,2.48005615,NA
